inci_id,inci_no,exp_no,complete,fdid,district,station,number,st_prefix,street,st_type,st_suffix,city,state,zip,typecat,inci_type,desc_incitype,resp,dur,fract_4,fract_6,fract_8,fract_12,fract_20,year,month,dow,hour,shift,alarms,app,per,mutl_aid,aid_desc,fatal_fs,inj_fs,fatal_civ,inj_civ,loss_total,det_alert,det_desc,haz_desc,ig_factors_desc,acres_burn,buildings,cause_ign,cause_desc,heat_src,heatsrc_desc,area_org,areaorg_desc,matl_type,matltype_desc,item_type,firstign_desc,sequence,factor,actions_desc,acions,rt2,durhr,cancelled,std_cost,alm_date,alm_time,alm_dttm,arv_date,arv_time,arv_dttm,app_supp,per_supp,app_ems,per_ems,app_rescue,per_rescue,app_other,per_other,prop_loss,cont_loss,haz_rel,clr_date,clr_time,clr_dttm,ctrl_date,ctrl_time,prop_use
_62E0UT1U0,21-0001706,0,TRUE,4600,1,3,465,,Quarry Hill,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",480,12:27:00 AM,0,0,1,1,1,2021,6,Friday,12,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,480,0.45,0,,6/4/2021,12:20:00 PM,6/4/2021 12:20,6/4/2021,12:28:00 PM,6/4/2021 12:28,0,0,2,5,0,0,0,0,0,0,,6/4/2021,12:47:00 PM,6/4/2021 12:47,,,429
_62E0OWSPP,21-0001705,0,TRUE,4600,1,3,435,,Dorset,ST,,South Burlington,VT,5403,5,542,Animal rescue,120,12:36:00 AM,1,1,1,1,1,2021,6,Friday,10,1,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,120,0.6,0,,6/4/2021,10:16:00 AM,6/4/2021 10:16,6/4/2021,10:18:00 AM,6/4/2021 10:18,0,0,0,0,0,0,1,3,0,0,,6/4/2021,10:52:00 AM,6/4/2021 10:52,,,429
_62E0LVE10,21-0001704,0,TRUE,4600,1,1,397,,Patchen,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",420,12:20:00 AM,0,0,1,1,1,2021,6,Friday,9,1,0,1,3,1,Mutual aid received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),420,0.3333,0,,6/4/2021,9:21:00 AM,6/4/2021 9:21,6/4/2021,9:28:00 AM,6/4/2021 9:28,0,0,1,3,0,0,0,0,0,0,,6/4/2021,9:41:00 AM,6/4/2021 9:41,,,500
_62E0OFU3Y,21-0001703,0,TRUE,4600,1,1,1076,,Williston,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",540,12:31:00 AM,0,0,0,1,1,2021,6,Friday,9,1,0,1,3,1,Mutual aid received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,540,0.5167,0,,6/4/2021,9:16:00 AM,6/4/2021 9:16,6/4/2021,9:25:00 AM,6/4/2021 9:25,0,0,1,3,0,0,0,0,0,0,,6/4/2021,9:47:00 AM,6/4/2021 9:47,,,161
_62E0PTX3C,21-0001702,0,TRUE,4600,1,3,911,,Dorset,ST,,South Burlington,VT,5403,3,322,Motor vehicle accident with injuries,120,12:52:00 AM,1,1,1,1,1,2021,6,Friday,8,1,0,1,3,1,Mutual aid received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,120,0.8667,0,,6/4/2021,8:43:00 AM,6/4/2021 8:43,6/4/2021,8:45:00 AM,6/4/2021 8:45,0,0,1,3,0,0,0,0,0,0,,6/4/2021,9:35:00 AM,6/4/2021 9:35,,,429
_62E0FNEB0,21-0001701,0,TRUE,4600,2,2,570,,Shelburne,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",360,12:13:00 AM,0,0,1,1,1,2021,6,Friday,5,3,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),360,0.2167,0,,6/4/2021,5:07:00 AM,6/4/2021 5:07,6/4/2021,5:13:00 AM,6/4/2021 5:13,0,0,2,5,0,0,0,0,0,0,,6/4/2021,5:20:00 AM,6/4/2021 5:20,,,519
_62E0FD47B,21-0001700,0,TRUE,4600,2,2,507,,Southbeach,RD,,South Burlington,VT,5403,7,744,"Detector activation, no fire - unintentional",480,12:22:00 AM,0,0,0,1,1,2021,6,Friday,3,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,480,0.3667,0,,6/4/2021,3:58:00 AM,6/4/2021 3:58,6/4/2021,4:06:00 AM,6/4/2021 4:06,0,0,0,0,0,0,1,3,0,0,,6/4/2021,4:20:00 AM,6/4/2021 4:20,,,429
_62E066A8O,21-0001699,0,TRUE,4600,1,1,,,,,,South Burlington,VT,5403,6,611,Dispatched & cancelled en route,28277753,12:02:00 AM,1,1,1,1,1,2021,6,Friday,2,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,93,Cancelled en route,,0.0333,1,,6/4/2021,2:49:00 AM,6/4/2021 2:49,,,,0,0,0,0,0,0,3,8,0,0,,6/4/2021,2:51:00 AM,6/4/2021 2:51,,,961
_62E014N6A,21-0001698,0,TRUE,4600,1,1,1068,,Williston,RD,,South Burlington,VT,5403,7,714,"Central station, malicious false alarm",420,12:25:00 AM,0,0,1,1,1,2021,6,Thursday,23,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,60,"Systems and services, Other",420,0.4167,0,,6/3/2021,11:53:00 PM,6/3/2021 23:53,6/4/2021,12:00:00 AM,6/4/2021 0:00,0,0,0,0,0,0,3,8,0,0,,6/4/2021,12:18:00 AM,6/4/2021 0:18,,,449
_62E01N9KU,21-0001697,0,TRUE,4600,1,1,228,,Aviation,AVE,,South Burlington,VT,5403,6,622,No Incident found on arrival at dispatch address,540,12:29:00 AM,0,0,0,1,1,2021,6,Thursday,21,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,92,Standby,540,0.4833,0,,6/3/2021,9:45:00 PM,6/3/2021 21:45,6/3/2021,9:54:00 PM,6/3/2021 21:54,0,0,0,0,0,0,1,2,0,0,,6/3/2021,10:14:00 PM,6/3/2021 22:14,,,974
_62D182TCT,21-0001696,0,TRUE,4600,1,1,435,,Dorset,ST,,South Burlington,VT,5403,5,540,"Animal problem, Other",0,12:28:00 AM,1,1,1,1,1,2021,6,Thursday,20,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,70,"Assistance, Other",0,0.4667,0,,6/3/2021,8:02:00 PM,6/3/2021 20:02,6/3/2021,8:02:00 PM,6/3/2021 20:02,0,0,0,0,0,0,1,3,0,0,,6/3/2021,8:30:00 PM,6/3/2021 20:30,,,931
_62D153B25,21-0001695,0,TRUE,4600,2,2,1233,,Shelburne,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",0,12:03:00 AM,1,1,1,1,1,2021,6,Thursday,18,3,0,1,3,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),0,0.05,0,,6/3/2021,6:33:00 PM,6/3/2021 18:33,6/3/2021,6:33:00 PM,6/3/2021 18:33,0,0,1,3,0,0,0,0,0,0,,6/3/2021,6:36:00 PM,6/3/2021 18:36,,,965
_62D16KYN6,21-0001694,0,TRUE,4600,1,1,122,,Anderson,PKY,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",360,12:15:00 AM,0,1,1,1,1,2021,6,Thursday,18,3,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",360,0.25,0,,6/3/2021,6:30:00 PM,6/3/2021 18:30,6/3/2021,6:36:00 PM,6/3/2021 18:36,0,0,2,5,0,0,0,0,0,0,,6/3/2021,6:45:00 PM,6/3/2021 18:45,,,419
_62D0ZGTZ6,21-0001693,0,TRUE,4600,1,1,575,,Dorset,ST,,South Burlington,VT,5403,5,550,"Public service assistance, Other",60,12:26:00 AM,1,1,1,1,1,2021,6,Thursday,15,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,70,"Assistance, Other",60,0.4333,0,,6/3/2021,3:54:00 PM,6/3/2021 15:54,6/3/2021,3:55:00 PM,6/3/2021 15:55,0,0,0,0,0,0,1,3,0,0,,6/3/2021,4:20:00 PM,6/3/2021 16:20,,,888
_62D0ZSXGS,21-0001692,0,TRUE,4600,2,2,,,Lindenwood,DR,,South Burlington,VT,5403,6,600,"Good intent call, Other",240,12:18:00 AM,1,1,1,1,1,2021,6,Thursday,15,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),240,0.3,0,,6/3/2021,3:06:00 PM,6/3/2021 15:06,6/3/2021,3:10:00 PM,6/3/2021 15:10,0,0,0,0,0,0,2,5,0,0,,6/3/2021,3:24:00 PM,6/3/2021 15:24,,,963
_62D0Q21YX,21-0001691,0,TRUE,4600,2,1,1580,,Shelburne,RD,,South Burlington,VT,5403,7,740,"Unintentional transmission of alarm, Other",720,12:22:00 AM,0,0,0,0,1,2021,6,Thursday,9,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,60,"Systems and services, Other",720,0.3667,0,,6/3/2021,9:39:00 AM,6/3/2021 9:39,6/3/2021,9:51:00 AM,6/3/2021 9:51,0,0,0,0,0,0,1,3,0,0,,6/3/2021,10:01:00 AM,6/3/2021 10:01,,,800
_62D0ZE29M,21-0001690,0,TRUE,4600,OUT,2,645,,Talcott,,,Williston,VT,5495,5,571,"Cover assignment, standby, moveup",960,1:12:00 AM,0,0,0,0,1,2021,6,Thursday,7,3,1,0,0,3,Mutual aid given,0,0,0,0,0,,,,,,,,,,,,,,,,,,,92,Standby,960,1.2,0,,6/3/2021,7:36:00 AM,6/3/2021 7:36,6/3/2021,7:52:00 AM,6/3/2021 7:52,0,0,0,0,0,0,1,3,0,0,,6/3/2021,8:48:00 AM,6/3/2021 8:48,,,
_62D0FT1Y5,21-0001689,0,TRUE,4600,2,2,730,,Shelburne,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",360,12:16:00 AM,0,1,1,1,1,2021,6,Thursday,0,3,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),360,0.2667,0,,6/3/2021,12:30:00 AM,6/3/2021 0:30,6/3/2021,12:36:00 AM,6/3/2021 0:36,0,0,2,5,0,0,0,0,0,0,,6/3/2021,12:46:00 AM,6/3/2021 0:46,,,963
_62D0EYHUM,21-0001688,0,TRUE,4600,2,2,175,N,Jefferson,RD,,South Burlington,VT,5403,1,100,"Fire, Other",480,12:16:00 AM,0,0,1,1,1,2021,6,Thursday,0,2,1,3,8,N,None,0,0,0,0,0,,,,Undetermined,0,1,U,Cause undetermined after investigation,UU,Undetermined,00,Other,,,UU,Undetermined,1,UU,81,Incident command,480,0.2667,0,,6/3/2021,12:07:00 AM,6/3/2021 0:07,6/3/2021,12:15:00 AM,6/3/2021 0:15,3,8,0,0,0,0,0,0,0,0,,6/3/2021,12:23:00 AM,6/3/2021 0:23,,,419
_62C1BT9K5,21-0001687,0,TRUE,4600,2,2,1580,,Shelburne,RD,,South Burlington,VT,5403,7,743,"Smoke detector activation, no fire - unintentional",180,12:24:00 AM,1,1,1,1,1,2021,6,Wednesday,21,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,180,0.4,0,,6/2/2021,9:42:00 PM,6/2/2021 21:42,6/2/2021,9:45:00 PM,6/2/2021 21:45,0,0,0,0,0,0,3,8,0,0,,6/2/2021,10:06:00 PM,6/2/2021 22:06,,,579
_62C18QF5J,21-0001686,0,TRUE,4600,1,1,670,,Nowland Farm,DR,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",360,12:23:00 AM,0,1,1,1,1,2021,6,Wednesday,17,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,360,0.3833,0,,6/2/2021,5:59:00 PM,6/2/2021 17:59,6/2/2021,6:05:00 PM,6/2/2021 18:05,0,0,2,5,0,0,0,0,0,0,,6/2/2021,6:22:00 PM,6/2/2021 18:22,,,419
_62C14LXV3,21-0001685,0,TRUE,4600,1,1,     10,,Dorset,ST,,South Burlington,VT,5403,1,140,"Natural vegetation fire, Other",120,12:05:00 AM,1,1,1,1,1,2021,6,Wednesday,17,2,0,1,3,N,None,0,0,0,0,0,,,,Undetermined,0,0,U,Cause undetermined after investigation,UU,Undetermined,92,"Highway, parking lot, street: on or near",,,70,"Organic materials, Other",1,UU,81,Incident command,120,0.0833,0,12,6/2/2021,5:39:00 PM,6/2/2021 17:39,6/2/2021,5:41:00 PM,6/2/2021 17:41,1,3,0,0,0,0,0,0,0,0,,6/2/2021,5:44:00 PM,6/2/2021 17:44,6/2/2021,5:44:00 PM,965
_62C18YFB6,21-0001684,0,TRUE,4600,1,1,,,Hinesburg,RD,,South Burlington,VT,5403,3,322,Motor vehicle accident with injuries,120,12:26:00 AM,1,1,1,1,1,2021,6,Wednesday,16,2,0,3,8,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,120,0.4333,0,,6/2/2021,4:44:00 PM,6/2/2021 16:44,6/2/2021,4:46:00 PM,6/2/2021 16:46,0,0,3,8,0,0,0,0,0,0,,6/2/2021,5:10:00 PM,6/2/2021 17:10,,,962
_62C14WXR4,21-0001683,0,TRUE,4600,1,1,115,,Catkin,DR,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",600,12:21:00 AM,0,0,0,1,1,2021,6,Wednesday,15,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,600,0.35,0,,6/2/2021,3:37:00 PM,6/2/2021 15:37,6/2/2021,3:47:00 PM,6/2/2021 15:47,0,0,2,5,0,0,0,0,0,0,,6/2/2021,3:58:00 PM,6/2/2021 15:58,,,419
_62C15LLVS,21-0001682,0,TRUE,4600,1,1,368,,Dorset,ST,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",180,12:14:00 AM,1,1,1,1,1,2021,6,Wednesday,14,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,180,0.2333,0,,6/2/2021,2:52:00 PM,6/2/2021 14:52,6/2/2021,2:55:00 PM,6/2/2021 14:55,0,0,2,5,0,0,0,0,0,0,,6/2/2021,3:06:00 PM,6/2/2021 15:06,,,342
_62C1BKO8O,21-0001681,0,TRUE,4600,1,1, 7,,Aspen,DR,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",360,12:27:00 AM,0,0,1,1,1,2021,6,Tuesday,13,2,0,1,3,1,Mutual aid received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,31,Provide first aid & check for injuries,360,0.45,0,,6/1/2021,1:43:00 PM,6/1/2021 13:43,6/1/2021,1:49:00 PM,6/1/2021 13:49,0,0,1,3,0,0,0,0,0,0,,6/1/2021,2:10:00 PM,6/1/2021 14:10,,,429
_62C17YTQ3,21-0001680,0,TRUE,4600,1,1,150,,Dorset,ST,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",180,12:15:00 AM,1,1,1,1,1,2021,6,Wednesday,13,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,180,0.25,0,,6/2/2021,1:39:00 PM,6/2/2021 13:39,6/2/2021,1:42:00 PM,6/2/2021 13:42,0,0,2,5,0,0,0,0,0,0,,6/2/2021,1:54:00 PM,6/2/2021 13:54,,,519
_62C14MVO4,21-0001679,0,TRUE,4600,1,1,34,,Mills,AVE,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",420,12:27:00 AM,0,0,1,1,1,2021,6,Wednesday,12,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),420,0.45,0,,6/2/2021,12:36:00 PM,6/2/2021 12:36,6/2/2021,12:43:00 PM,6/2/2021 12:43,0,0,2,5,0,0,0,0,0,0,,6/2/2021,1:03:00 PM,6/2/2021 13:03,,,419
_68K0XRQKX,21-0001678,0,TRUE,4600,2,1,1200,,Shelburne,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",180,12:09:00 AM,1,1,1,1,1,2021,6,Wednesday,9,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,180,0.15,0,,6/2/2021,9:39:00 AM,6/2/2021 9:39,6/2/2021,9:42:00 AM,6/2/2021 9:42,0,0,2,5,0,0,0,0,0,0,,6/2/2021,9:48:00 AM,6/2/2021 9:48,,,449
_62C19FRJ2,21-0001677,0,TRUE,4600,2,2,412,,Farrell,ST,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",120,12:37:00 AM,1,1,1,1,1,2021,6,Wednesday,7,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),120,0.6167,0,,6/2/2021,7:53:00 AM,6/2/2021 7:53,6/2/2021,7:55:00 AM,6/2/2021 7:55,0,0,2,5,0,0,0,0,0,0,,6/2/2021,8:30:00 AM,6/2/2021 8:30,,,429
_62C1A29BA,21-0001676,0,TRUE,4600,2,2,370,,Farrell,ST,,South Burlington,VT,5403,5,555,"Defective elevator, no occupants",720,12:18:00 AM,0,0,0,1,1,2021,6,Wednesday,7,2,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,720,0.3,0,,6/2/2021,7:49:00 AM,6/2/2021 7:49,6/2/2021,8:01:00 AM,6/2/2021 8:01,0,0,0,0,0,0,1,1,0,0,,6/2/2021,8:07:00 AM,6/2/2021 8:07,,,429
_62C0EGX1K,21-0001675,0,TRUE,4600,1,1,115,,Catkin,DR,,South Burlington,VT,5403,5,554,Assist invalid,660,12:29:00 AM,0,0,0,1,1,2021,6,Wednesday,0,1,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",660,0.4833,0,,6/2/2021,12:22:00 AM,6/2/2021 0:22,6/2/2021,12:33:00 AM,6/2/2021 0:33,0,0,0,0,0,0,1,3,0,0,,6/2/2021,12:51:00 AM,6/2/2021 0:51,,,419
_62B19T3DL,21-0001674,0,TRUE,4600,1,1,5,,Aspen,DR,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",120,12:13:00 AM,1,1,1,1,1,2021,6,Tuesday,19,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",120,0.2167,0,,6/1/2021,7:09:00 PM,6/1/2021 19:09,6/1/2021,7:11:00 PM,6/1/2021 19:11,0,0,2,5,0,0,0,0,0,0,,6/1/2021,7:22:00 PM,6/1/2021 19:22,,,400
_62B18PVXB,21-0001673,0,TRUE,4600,1,1,1901,,Williston,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",300,12:16:00 AM,0,1,1,1,1,2021,6,Tuesday,17,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",300,0.2667,0,,6/1/2021,5:29:00 PM,6/1/2021 17:29,6/1/2021,5:34:00 PM,6/1/2021 17:34,0,0,2,5,0,0,0,0,0,0,,6/1/2021,5:45:00 PM,6/1/2021 17:45,,,579
_62B16H2P1,21-0001672,0,TRUE,4600,2,1,22,,Cranwell,AVE,,South Burlington,VT,5403,6,622,No Incident found on arrival at dispatch address,420,12:15:00 AM,0,0,1,1,1,2021,6,Tuesday,16,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,420,0.25,0,,6/1/2021,4:26:00 PM,6/1/2021 16:26,6/1/2021,4:33:00 PM,6/1/2021 16:33,0,0,2,5,0,0,0,0,0,0,,6/1/2021,4:41:00 PM,6/1/2021 16:41,,,419
_62B16U3P7,21-0001671,0,TRUE,4600,2,2,20,,Harborview,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",480,12:19:00 AM,0,0,0,1,1,2021,6,Tuesday,14,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,480,0.3167,0,,6/1/2021,2:38:00 PM,6/1/2021 14:38,6/1/2021,2:46:00 PM,6/1/2021 14:46,0,0,2,5,0,0,0,0,0,0,,6/1/2021,2:57:00 PM,6/1/2021 14:57,,,311
_62B0Y1YKQ,21-0001670,0,TRUE,4600,OUT,1,92,,Chambers Park,RD,,St. George,VT,5495,3,321,"EMS call, excluding vehicle accident with injury",720,12:29:00 AM,0,0,0,1,1,2021,6,Tuesday,12,1,0,1,2,3,Mutual aid given,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",720,0.4833,0,,6/1/2021,12:43:00 PM,6/1/2021 12:43,6/1/2021,12:55:00 PM,6/1/2021 12:55,0,0,1,2,0,0,0,0,0,0,,6/1/2021,1:12:00 PM,6/1/2021 13:12,,,
_62B0XGYRC,21-0001669,0,TRUE,4600,2,1,180,,Laurel Hill,DR,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",600,12:27:00 AM,0,0,0,1,1,2021,6,Tuesday,11,1,0,1,3,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",600,0.45,0,,6/1/2021,11:56:00 AM,6/1/2021 11:56,6/1/2021,12:06:00 PM,6/1/2021 12:06,0,0,1,3,0,0,0,0,0,0,,6/1/2021,12:23:00 PM,6/1/2021 12:23,,,419
_62B0XGZWT,21-0001668,0,TRUE,4600,2,2,218,,Hannaford,DR,,South Burlington,VT,5403,5,551,Assist police or other governmental agency,240,12:33:00 AM,1,1,1,1,1,2021,6,Tuesday,11,1,0,2,5,2,Automatic aid receiv,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,240,0.55,0,,6/1/2021,11:44:00 AM,6/1/2021 11:44,6/1/2021,11:48:00 AM,6/1/2021 11:48,0,0,2,5,0,0,0,0,0,0,,6/1/2021,12:17:00 PM,6/1/2021 12:17,,,900
_62B0X6OQR,21-0001667,0,TRUE,4600,2,1,1080,,Shelburne,RD,,South Burlington,VT,5403,4,463,"Vehicle accident, general cleanup",360,12:13:00 AM,0,1,1,1,1,2021,6,Tuesday,11,1,0,0,0,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,360,0.2167,0,,6/1/2021,11:00:00 AM,6/1/2021 11:00,6/1/2021,11:06:00 AM,6/1/2021 11:06,0,0,0,0,0,0,1,3,0,0,,6/1/2021,11:13:00 AM,6/1/2021 11:13,,,161
_62B0WOGEL,21-0001666,0,TRUE,4600,2,3,935,,Shelburne,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",240,12:18:00 AM,1,1,1,1,1,2021,6,Tuesday,10,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,240,0.3,0,,6/1/2021,10:53:00 AM,6/1/2021 10:53,6/1/2021,10:57:00 AM,6/1/2021 10:57,0,0,2,5,0,0,0,0,0,0,,6/1/2021,11:11:00 AM,6/1/2021 11:11,,,581
_62B0LBAFV,21-0001665,0,TRUE,4600,1,1,1174,,Williston,RD,,South Burlington,VT,5403,3,322,Motor vehicle accident with injuries,0,12:23:00 AM,1,1,1,1,1,2021,6,Tuesday,8,1,0,1,3,1,Mutual aid received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),0,0.3833,0,,6/1/2021,8:57:00 AM,6/1/2021 8:57,6/1/2021,8:57:00 AM,6/1/2021 8:57,0,0,1,3,0,0,0,0,0,0,,6/1/2021,9:20:00 AM,6/1/2021 9:20,,,963
_62B0M0F7Q,21-0001664,0,TRUE,4600,1,1,99,,Eldredge,ST,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",360,12:32:00 AM,0,0,1,1,1,2021,6,Tuesday,8,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),360,0.5333,0,,6/1/2021,8:08:00 AM,6/1/2021 8:08,6/1/2021,8:14:00 AM,6/1/2021 8:14,0,0,2,5,0,0,0,0,0,0,,6/1/2021,8:40:00 AM,6/1/2021 8:40,,,429
_62B00ZVY8,21-0001663,0,TRUE,4600,1,1,69,,Shunpike,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",360,12:23:00 AM,0,0,1,1,1,2021,5,Monday,23,3,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",360,0.3833,0,,5/31/2021,11:20:00 PM,5/31/2021 23:20,5/31/2021,11:26:00 PM,5/31/2021 23:26,0,0,2,5,0,0,0,0,0,0,,5/31/2021,11:43:00 PM,5/31/2021 23:43,,,419
_62A12ZSE2,21-0001662,0,TRUE,4600,2,2,412,,Farrell,ST,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",300,12:22:00 AM,0,1,1,1,1,2021,5,Monday,17,3,0,2,6,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),300,0.3667,0,,5/31/2021,5:17:00 PM,5/31/2021 17:17,5/31/2021,5:22:00 PM,5/31/2021 17:22,0,0,2,6,0,0,0,0,0,0,,5/31/2021,5:39:00 PM,5/31/2021 17:39,,,429
_62A0SEZTX,21-0001661,0,TRUE,4600,2,2,35,,Joy,DR,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",240,12:22:00 AM,1,1,1,1,1,2021,5,Monday,11,3,0,1,3,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),240,0.3667,0,,5/31/2021,11:26:00 AM,5/31/2021 11:26,5/31/2021,11:30:00 AM,5/31/2021 11:30,0,0,1,3,0,0,0,0,0,0,,5/31/2021,11:48:00 AM,5/31/2021 11:48,,,343
_62A0S47IP,21-0001660,0,TRUE,4600,2,2,35,,Joy,DR,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",360,12:21:00 AM,0,1,1,1,1,2021,5,Monday,11,3,0,2,6,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),360,0.35,0,,5/31/2021,11:03:00 AM,5/31/2021 11:03,5/31/2021,11:09:00 AM,5/31/2021 11:09,0,0,2,6,0,0,0,0,0,0,,5/31/2021,11:24:00 AM,5/31/2021 11:24,,,343
_62A0L9KZN,21-0001659,0,TRUE,4600,1,1,82,,Anderson,PKY,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",420,12:22:00 AM,0,0,1,1,1,2021,5,Monday,9,3,0,1,3,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33,Provide advanced life support (ALS),420,0.3667,0,,5/31/2021,9:17:00 AM,5/31/2021 9:17,5/31/2021,9:24:00 AM,5/31/2021 9:24,0,0,1,3,0,0,0,0,0,0,,5/31/2021,9:39:00 AM,5/31/2021 9:39,,,419
